peptideName	GO
GRMZM2G009843_P02	GO:0006468
GRMZM2G009843_P02	GO:0005524
GRMZM2G009843_P02	GO:0004672
GRMZM2G009845_P01	GO:0008565
GRMZM2G009845_P01	GO:0006606
GRMZM2G009845_P01	GO:0005737
GRMZM2G009845_P01	GO:0005634
GRMZM2G009845_P01	GO:0005515
GRMZM2G009845_P02	GO:0008565
GRMZM2G009845_P02	GO:0006606
GRMZM2G009845_P02	GO:0005737
GRMZM2G009845_P02	GO:0005634
GRMZM2G009845_P02	GO:0005515
GRMZM2G009845_P03	GO:0005515
GRMZM2G009869_P01	GO:0006468
GRMZM2G009869_P01	GO:0005524
GRMZM2G009869_P01	GO:0004672
GRMZM2G009869_P02	GO:0006468
GRMZM2G009869_P02	GO:0005524
GRMZM2G009869_P02	GO:0004672
GRMZM2G009871_P01	GO:0005524
GRMZM2G009871_P01	GO:0051082
GRMZM2G009871_P01	GO:0006457
GRMZM2G009871_P02	GO:0005524
GRMZM2G009871_P02	GO:0051082
GRMZM2G009871_P02	GO:0006457
GRMZM2G009871_P03	GO:0005524
GRMZM2G009871_P03	GO:0051082
GRMZM2G009871_P03	GO:0006457
GRMZM2G009871_P04	GO:0005524
GRMZM2G009871_P04	GO:0051082
GRMZM2G009871_P04	GO:0006457
GRMZM2G009871_P05	GO:0005524
GRMZM2G009871_P05	GO:0051082
GRMZM2G009871_P05	GO:0006457
GRMZM2G009892_P01	GO:0006355
GRMZM2G009892_P01	GO:0003677
GRMZM2G009892_P02	GO:0006355
GRMZM2G009892_P02	GO:0003677
GRMZM2G009892_P03	GO:0006355
GRMZM2G009892_P03	GO:0003677
GRMZM2G009892_P04	GO:0006355
GRMZM2G009892_P04	GO:0003677
GRMZM2G009894_P01	GO:0006412
GRMZM2G009894_P01	GO:0005840
GRMZM2G009894_P01	GO:0005622
GRMZM2G009894_P01	GO:0003735
GRMZM2G009895_P01	GO:0016021
GRMZM2G009895_P01	GO:0006810
GRMZM2G009913_P01	GO:0007094
GRMZM2G009913_P02	GO:0007094
GRMZM2G009913_P03	GO:0007094
GRMZM2G009913_P04	GO:0007094
GRMZM2G009928_P03	GO:0055114
GRMZM2G009928_P03	GO:0016491
GRMZM2G009928_P03	GO:0016209
GRMZM2G009928_P03	GO:0045454
GRMZM2G009928_P03	GO:0015035
GRMZM2G009928_P03	GO:0006662
GRMZM2G009936_P01	GO:0006412
GRMZM2G009936_P01	GO:0005840
GRMZM2G009936_P01	GO:0005622
GRMZM2G009936_P01	GO:0003735
GRMZM2G009936_P02	GO:0006412
GRMZM2G009936_P02	GO:0005840
GRMZM2G009936_P02	GO:0005622
GRMZM2G009936_P02	GO:0003735
GRMZM2G009936_P03	GO:0006412
GRMZM2G009936_P03	GO:0005840
GRMZM2G009936_P03	GO:0005622
GRMZM2G009936_P03	GO:0003735
GRMZM2G009940_P01	GO:0016491
GRMZM2G009940_P01	GO:0008152
GRMZM2G009940_P02	GO:0016491
GRMZM2G009940_P02	GO:0008152
GRMZM2G009968_P01	GO:0045454
GRMZM2G009968_P01	GO:0015035
GRMZM2G009968_P01	GO:0009055
GRMZM2G009987_P01	GO:0005524
GRMZM2G009987_P02	GO:0005524
GRMZM2G009995_P01	GO:0005515
GRMZM2G009995_P01	GO:0006468
GRMZM2G009995_P01	GO:0004672
GRMZM2G009995_P02	GO:0005515
GRMZM2G010011_P01	GO:0008270
GRMZM2G010011_P02	GO:0008270
GRMZM2G010017_P01	GO:0003824
GRMZM2G010017_P01	GO:0006470
GRMZM2G010017_P01	GO:0004722
GRMZM2G010017_P02	GO:0003824
GRMZM2G010017_P02	GO:0006470
GRMZM2G010017_P02	GO:0004722
GRMZM2G010017_P03	GO:0003824
GRMZM2G010017_P03	GO:0006470
GRMZM2G010017_P03	GO:0004722
GRMZM2G010044_P01	GO:0008152
GRMZM2G010044_P02	GO:0008152
GRMZM2G010044_P03	GO:0008152
GRMZM2G010054_P01	GO:0005515
GRMZM2G010054_P01	GO:0030117
GRMZM2G010054_P01	GO:0016192
GRMZM2G010054_P01	GO:0006886
GRMZM2G010054_P01	GO:0005198
GRMZM2G010054_P01	GO:0030126
GRMZM2G010056_P01	GO:0003723
GRMZM2G010056_P03	GO:0003723
GRMZM2G010056_P03	GO:0032259
GRMZM2G010056_P03	GO:0008168
GRMZM2G010075_P01	GO:0005515
GRMZM2G010075_P02	GO:0005515
GRMZM2G010085_P01	GO:0016787
GRMZM2G010085_P01	GO:0005524
GRMZM2G010085_P01	GO:0003677
GRMZM2G010085_P01	GO:0043044
GRMZM2G010085_P01	GO:0031491
GRMZM2G010085_P01	GO:0016818
GRMZM2G010085_P01	GO:0006338
GRMZM2G010085_P01	GO:0005634
GRMZM2G010085_P01	GO:0003676
GRMZM2G010085_P02	GO:0043044
GRMZM2G010085_P02	GO:0031491
GRMZM2G010085_P02	GO:0016818
GRMZM2G010085_P02	GO:0006338
GRMZM2G010085_P02	GO:0005634
GRMZM2G010085_P02	GO:0005524
GRMZM2G010085_P02	GO:0003676
GRMZM2G010091_P01	GO:0005509
GRMZM2G010091_P01	GO:0030247
GRMZM2G010091_P01	GO:0006468
GRMZM2G010091_P01	GO:0005524
GRMZM2G010091_P01	GO:0004672
GRMZM2G010093_P01	GO:0005509
GRMZM2G010093_P02	GO:0005509
GRMZM2G010093_P03	GO:0005509
GRMZM2G010100_P01	GO:0006355
GRMZM2G010100_P01	GO:0003700
GRMZM2G010136_P01	GO:0051016
GRMZM2G010136_P01	GO:0008290
GRMZM2G010136_P02	GO:0051016
GRMZM2G010136_P02	GO:0008290
GRMZM2G010136_P03	GO:0051016
GRMZM2G010136_P03	GO:0008290
GRMZM2G010136_P04	GO:0051016
GRMZM2G010136_P04	GO:0008290
GRMZM2G010146_P01	GO:0006888
GRMZM2G010146_P01	GO:0005622
GRMZM2G010146_P01	GO:0005801
GRMZM2G010146_P02	GO:0006888
GRMZM2G010146_P02	GO:0005622
GRMZM2G010146_P02	GO:0005801
GRMZM2G010146_P03	GO:0006888
GRMZM2G010146_P03	GO:0005801
GRMZM2G010152_P01	GO:0046872
GRMZM2G010152_P01	GO:0030001
GRMZM2G010152_P01	GO:0000166
GRMZM2G010202_P01	GO:0030170
GRMZM2G010202_P01	GO:0009058
GRMZM2G010202_P02	GO:0030170
GRMZM2G010202_P02	GO:0009058
GRMZM2G010211_P01	GO:0030170
GRMZM2G010211_P01	GO:0008483
GRMZM2G010211_P01	GO:0009073
GRMZM2G010211_P01	GO:0003849
GRMZM2G010221_P01	GO:0055114
GRMZM2G010221_P01	GO:0020037
GRMZM2G010221_P01	GO:0016705
GRMZM2G010221_P01	GO:0005506
GRMZM2G010221_P02	GO:0055114
GRMZM2G010221_P02	GO:0020037
GRMZM2G010221_P02	GO:0016705
GRMZM2G010221_P02	GO:0005506
GRMZM2G010238_P01	GO:0006777
GRMZM2G010238_P02	GO:0006777
GRMZM2G010251_P01	GO:0055085
GRMZM2G010251_P01	GO:0016021
GRMZM2G010280_P01	GO:0055085
GRMZM2G010280_P01	GO:0016021
GRMZM2G010286_P01	GO:0016787
GRMZM2G010290_P01	GO:0006355
GRMZM2G010290_P01	GO:0003677
GRMZM2G010290_P02	GO:0006355
GRMZM2G010290_P02	GO:0003677
GRMZM2G010298_P01	GO:0003824
GRMZM2G010298_P01	GO:0006470
GRMZM2G010298_P01	GO:0004722
GRMZM2G010302_P01	GO:0003676
GRMZM2G010302_P02	GO:0003676
GRMZM2G010306_P01	GO:0005525
GRMZM2G010307_P01	GO:0030170
GRMZM2G010307_P01	GO:0008483
GRMZM2G010315_P01	GO:0031011
GRMZM2G010315_P01	GO:0006355
GRMZM2G010315_P01	GO:0006281
GRMZM2G010319_P01	GO:0045454
GRMZM2G010319_P01	GO:0015035
GRMZM2G010319_P01	GO:0009055
GRMZM2G010328_P01	GO:0030170
GRMZM2G010328_P01	GO:0009058
GRMZM2G010338_P01	GO:0005515
GRMZM2G010338_P02	GO:0005515
GRMZM2G010342_P01	GO:0016818
GRMZM2G010342_P01	GO:0006338
GRMZM2G010342_P01	GO:0005634
GRMZM2G010342_P01	GO:0005524
GRMZM2G010342_P01	GO:0003676
GRMZM2G010342_P01	GO:0016787
GRMZM2G010342_P01	GO:0003677
GRMZM2G010348_P01	GO:0020037
GRMZM2G010348_P01	GO:0009055
GRMZM2G010348_P02	GO:0020037
GRMZM2G010348_P02	GO:0009055
GRMZM2G010349_P02	GO:0006468
GRMZM2G010349_P02	GO:0005524
GRMZM2G010349_P02	GO:0004672
GRMZM2G010356_P01	GO:0016829
GRMZM2G010356_P01	GO:0010333
GRMZM2G010356_P01	GO:0008152
GRMZM2G010356_P01	GO:0000287
GRMZM2G010357_P01	GO:0006355
GRMZM2G010357_P01	GO:0005634
GRMZM2G010357_P02	GO:0006355
GRMZM2G010357_P02	GO:0005634
GRMZM2G010357_P03	GO:0006355
GRMZM2G010357_P03	GO:0005634
GRMZM2G010357_P05	GO:0006355
GRMZM2G010357_P05	GO:0005634
GRMZM2G010372_P01	GO:0016021
GRMZM2G010372_P01	GO:0016020
GRMZM2G010372_P01	GO:0022857
GRMZM2G010372_P02	GO:0022857
GRMZM2G010372_P02	GO:0016021
GRMZM2G010406_P01	GO:0006526
GRMZM2G010406_P01	GO:0005524
GRMZM2G010406_P01	GO:0004055
GRMZM2G010406_P02	GO:0006526
GRMZM2G010406_P02	GO:0005524
GRMZM2G010406_P02	GO:0004055
GRMZM2G010406_P03	GO:0006526
GRMZM2G010406_P03	GO:0005524
GRMZM2G010406_P03	GO:0004055
GRMZM2G010406_P04	GO:0006526
GRMZM2G010406_P04	GO:0005524
GRMZM2G010406_P04	GO:0004055
GRMZM2G010406_P05	GO:0006526
GRMZM2G010406_P05	GO:0005524
GRMZM2G010406_P05	GO:0004055
GRMZM2G010406_P06	GO:0006526
GRMZM2G010406_P06	GO:0005524
GRMZM2G010406_P06	GO:0004055
GRMZM2G010428_P01	GO:0055114
GRMZM2G010428_P01	GO:0045300
GRMZM2G010428_P01	GO:0006631
GRMZM2G010433_P01	GO:0003333
GRMZM2G010435_P01	GO:0008234
GRMZM2G010435_P01	GO:0006508
GRMZM2G010452_P01	GO:0008536
GRMZM2G010452_P01	GO:0006886
GRMZM2G010453_P01	GO:0006468
GRMZM2G010453_P01	GO:0004672
GRMZM2G010468_P01	GO:0055114
GRMZM2G010468_P01	GO:0020037
GRMZM2G010468_P01	GO:0016705
GRMZM2G010468_P01	GO:0005506
GRMZM2G010471_P01	GO:0006950
GRMZM2G010471_P01	GO:0005516
GRMZM2G010488_P01	GO:0016567
GRMZM2G010488_P01	GO:0004842
GRMZM2G010488_P01	GO:0006468
GRMZM2G010488_P01	GO:0005524
GRMZM2G010488_P01	GO:0004672
GRMZM2G010491_P01	GO:0045454
GRMZM2G010491_P01	GO:0015035
GRMZM2G010491_P01	GO:0006662
GRMZM2G010491_P02	GO:0045454
GRMZM2G010491_P02	GO:0015035
GRMZM2G010491_P02	GO:0006662
GRMZM2G010494_P01	GO:0008152
GRMZM2G010494_P01	GO:0003824
GRMZM2G010505_P01	GO:0008234
GRMZM2G010505_P01	GO:0006508
GRMZM2G010522_P01	GO:0006468
GRMZM2G010522_P01	GO:0004672
GRMZM2G010551_P01	GO:0005515
GRMZM2G010551_P02	GO:0005515
GRMZM2G010551_P03	GO:0005515
GRMZM2G010555_P01	GO:0055114
GRMZM2G010555_P01	GO:0009916
GRMZM2G010555_P02	GO:0055114
GRMZM2G010555_P02	GO:0009916
GRMZM2G010596_P01	GO:0015940
GRMZM2G010596_P01	GO:0003864
GRMZM2G010596_P02	GO:0015940
GRMZM2G010596_P02	GO:0003864
GRMZM2G010596_P03	GO:0015940
GRMZM2G010596_P03	GO:0003864
GRMZM2G010599_P01	GO:0006412
GRMZM2G010599_P01	GO:0005840
GRMZM2G010599_P01	GO:0005622
GRMZM2G010599_P01	GO:0003735
GRMZM2G010599_P02	GO:0006412
GRMZM2G010599_P02	GO:0005840
GRMZM2G010599_P02	GO:0005622
GRMZM2G010599_P02	GO:0003735
GRMZM2G010599_P03	GO:0006412
GRMZM2G010599_P03	GO:0005840
GRMZM2G010599_P03	GO:0005622
GRMZM2G010599_P03	GO:0003735
GRMZM2G010640_P01	GO:0055114
GRMZM2G010640_P01	GO:0020037
GRMZM2G010640_P01	GO:0006979
GRMZM2G010640_P01	GO:0004601
GRMZM2G010649_P02	GO:0033588
GRMZM2G010649_P03	GO:0033588
GRMZM2G010649_P04	GO:0033588
GRMZM2G010657_P01	GO:0007264
GRMZM2G010657_P01	GO:0005085
GRMZM2G010669_P01	GO:0006355
GRMZM2G010669_P01	GO:0005634
GRMZM2G010669_P01	GO:0003700
GRMZM2G010669_P01	GO:0046983
GRMZM2G010669_P01	GO:0003677
GRMZM2G010669_P02	GO:0006355
GRMZM2G010669_P02	GO:0005634
GRMZM2G010669_P02	GO:0003700
GRMZM2G010669_P02	GO:0046983
GRMZM2G010669_P02	GO:0003677
GRMZM2G010669_P03	GO:0006355
GRMZM2G010669_P03	GO:0005634
GRMZM2G010669_P03	GO:0003700
GRMZM2G010669_P03	GO:0046983
GRMZM2G010669_P03	GO:0003677
GRMZM2G010693_P01	GO:0005515
GRMZM2G010693_P01	GO:0006468
GRMZM2G010693_P01	GO:0004672
GRMZM2G010693_P02	GO:0006468
GRMZM2G010693_P02	GO:0004672
GRMZM2G010731_P01	GO:0008168
GRMZM2G010743_P01	GO:0005515
GRMZM2G010762_P01	GO:0009055
GRMZM2G010765_P01	GO:0055085
GRMZM2G010765_P01	GO:0016020
GRMZM2G010765_P01	GO:0015297
GRMZM2G010765_P01	GO:0015238
GRMZM2G010765_P01	GO:0006855
GRMZM2G010765_P02	GO:0055085
GRMZM2G010765_P02	GO:0016020
GRMZM2G010765_P02	GO:0015297
GRMZM2G010765_P02	GO:0015238
GRMZM2G010765_P02	GO:0006855
GRMZM2G010768_P01	GO:0008654
GRMZM2G010768_P01	GO:0006021
GRMZM2G010768_P01	GO:0004512
GRMZM2G010775_P01	GO:0006470
GRMZM2G010775_P01	GO:0004725
GRMZM2G010779_P01	GO:0055085
GRMZM2G010779_P01	GO:0016021
GRMZM2G010791_P01	GO:0015977
GRMZM2G010791_P01	GO:0008964
GRMZM2G010791_P01	GO:0006099
GRMZM2G010801_P01	GO:0031167
GRMZM2G010801_P01	GO:0008168
GRMZM2G010801_P02	GO:0031167
GRMZM2G010801_P02	GO:0008168
GRMZM2G010823_P01	GO:0016829
GRMZM2G010823_P01	GO:0006099
GRMZM2G010836_P01	GO:0016020
GRMZM2G010836_P01	GO:0006886
GRMZM2G010836_P02	GO:0016020
GRMZM2G010836_P02	GO:0006886
GRMZM2G010836_P03	GO:0016020
GRMZM2G010836_P03	GO:0006886
GRMZM2G010871_P01	GO:0043565
GRMZM2G010871_P01	GO:0006355
GRMZM2G010871_P01	GO:0005634
GRMZM2G010871_P01	GO:0003700
GRMZM2G010871_P02	GO:0043565
GRMZM2G010871_P02	GO:0006355
GRMZM2G010871_P02	GO:0005634
GRMZM2G010871_P02	GO:0003700
GRMZM2G010871_P03	GO:0043565
GRMZM2G010871_P03	GO:0006355
GRMZM2G010871_P03	GO:0005634
GRMZM2G010871_P03	GO:0003700
GRMZM2G010871_P05	GO:0043565
GRMZM2G010871_P05	GO:0006355
GRMZM2G010871_P05	GO:0005634
GRMZM2G010871_P05	GO:0003700
GRMZM2G010884_P01	GO:0016020
GRMZM2G010884_P01	GO:0009765
GRMZM2G010884_P02	GO:0016020
GRMZM2G010884_P02	GO:0009765
GRMZM2G010892_P01	GO:0006468
GRMZM2G010892_P01	GO:0004672
GRMZM2G010892_P02	GO:0006468
GRMZM2G010892_P02	GO:0004672
GRMZM2G010892_P03	GO:0006468
GRMZM2G010892_P03	GO:0004672
GRMZM2G010929_P02	GO:0003677
GRMZM2G010933_P01	GO:0016531
GRMZM2G010933_P01	GO:0006825
GRMZM2G010933_P01	GO:0005758
GRMZM2G010933_P01	GO:0005507
GRMZM2G010933_P02	GO:0016531
GRMZM2G010933_P02	GO:0006825
GRMZM2G010933_P02	GO:0005758
GRMZM2G010933_P02	GO:0005507
GRMZM2G010937_P01	GO:0005515
GRMZM2G010944_P01	GO:0051087
GRMZM2G010944_P01	GO:0001671
GRMZM2G010944_P02	GO:0051087
GRMZM2G010944_P02	GO:0001671
GRMZM2G010944_P04	GO:0051087
GRMZM2G010944_P04	GO:0001671
GRMZM2G010944_P05	GO:0051087
GRMZM2G010944_P05	GO:0001671
GRMZM2G010953_P01	GO:0006468
GRMZM2G010953_P01	GO:0005524
GRMZM2G010953_P01	GO:0004672
GRMZM2G010953_P02	GO:0006468
GRMZM2G010953_P02	GO:0005524
GRMZM2G010953_P02	GO:0004672
GRMZM2G010960_P01	GO:0008270
GRMZM2G010962_P01	GO:0048544
GRMZM2G010987_P01	GO:0016758
GRMZM2G010987_P01	GO:0008152
GRMZM2G010991_P01	GO:0006412
GRMZM2G010991_P01	GO:0005840
GRMZM2G010991_P01	GO:0005622
GRMZM2G010991_P01	GO:0003735
GRMZM2G010991_P02	GO:0006412
GRMZM2G010991_P02	GO:0005840
GRMZM2G010991_P02	GO:0005622
GRMZM2G010991_P02	GO:0003735
GRMZM2G011015_P01	GO:0005515
GRMZM2G011015_P01	GO:0051087
GRMZM2G011022_P01	GO:0005852
GRMZM2G011022_P01	GO:0005737
GRMZM2G011022_P01	GO:0003743
GRMZM2G011025_P01	GO:0055114
GRMZM2G011025_P01	GO:0016491
GRMZM2G011025_P01	GO:0016209
GRMZM2G011025_P01	GO:0006979
GRMZM2G011025_P01	GO:0004602
GRMZM2G011030_P01	GO:0005515
GRMZM2G011030_P02	GO:0005515
GRMZM2G011030_P04	GO:0005515
GRMZM2G011030_P05	GO:0005515
GRMZM2G011034_P01	GO:0008380
GRMZM2G011034_P01	GO:0005681
GRMZM2G011042_P01	GO:0003824
GRMZM2G011068_P01	GO:0006508
GRMZM2G011068_P01	GO:0004176
GRMZM2G011070_P01	GO:0005515
GRMZM2G011070_P01	GO:0006468
GRMZM2G011070_P01	GO:0004672
GRMZM2G011078_P01	GO:0016021
GRMZM2G011078_P01	GO:0015031
GRMZM2G011078_P02	GO:0016021
GRMZM2G011078_P02	GO:0015031
GRMZM2G011098_P01	GO:0051861
GRMZM2G011098_P01	GO:0046836
GRMZM2G011098_P01	GO:0017089
GRMZM2G011098_P01	GO:0005737
GRMZM2G011101_P01	GO:0030126
GRMZM2G011101_P01	GO:0016192
GRMZM2G011101_P01	GO:0006886
GRMZM2G011101_P01	GO:0005198
GRMZM2G011101_P01	GO:0030117
GRMZM2G011101_P01	GO:0005737
GRMZM2G011110_P01	GO:0006355
GRMZM2G011110_P01	GO:0003700
GRMZM2G011115_P01	GO:0016020
GRMZM2G011129_P01	GO:0003676
GRMZM2G011141_P01	GO:0006629
GRMZM2G011151_P01	GO:0016829
GRMZM2G011151_P01	GO:0010333
GRMZM2G011151_P01	GO:0008152
GRMZM2G011156_P01	GO:0055114
GRMZM2G011156_P01	GO:0020037
GRMZM2G011156_P01	GO:0016705
GRMZM2G011156_P01	GO:0005506
GRMZM2G011160_P01	GO:0016887
GRMZM2G011160_P01	GO:0005524
GRMZM2G011160_P01	GO:0016021
GRMZM2G011160_P01	GO:0006810
GRMZM2G011160_P01	GO:0005215
GRMZM2G011176_P01	GO:0071805
GRMZM2G011176_P01	GO:0016020
GRMZM2G011176_P01	GO:0015079
GRMZM2G011176_P02	GO:0071805
GRMZM2G011176_P02	GO:0016020
GRMZM2G011176_P02	GO:0015079
GRMZM2G011213_P01	GO:0005759
GRMZM2G011219_P01	GO:0030173
GRMZM2G011219_P01	GO:0006891
GRMZM2G011219_P02	GO:0030173
GRMZM2G011219_P02	GO:0006891
GRMZM2G011236_P01	GO:0006355
GRMZM2G011236_P01	GO:0003700
GRMZM2G011240_P01	GO:0016157
GRMZM2G011240_P01	GO:0005985
GRMZM2G011240_P02	GO:0016157
GRMZM2G011240_P02	GO:0005985
GRMZM2G011253_P01	GO:0006412
GRMZM2G011253_P01	GO:0005840
GRMZM2G011253_P01	GO:0005622
GRMZM2G011253_P01	GO:0003735
GRMZM2G011253_P02	GO:0006412
GRMZM2G011253_P02	GO:0005840
GRMZM2G011253_P02	GO:0005622
GRMZM2G011253_P02	GO:0003735
GRMZM2G011269_P01	GO:0016021
GRMZM2G011281_P01	GO:0005515
GRMZM2G011315_P01	GO:0006886
GRMZM2G011315_P01	GO:0005622
GRMZM2G011319_P01	GO:0005524
GRMZM2G011319_P02	GO:0005524
GRMZM2G011347_P01	GO:0055085
GRMZM2G011347_P01	GO:0016021
GRMZM2G011347_P01	GO:0008308
GRMZM2G011347_P01	GO:0006873
GRMZM2G011355_P01	GO:0005525
GRMZM2G011355_P02	GO:0005525
GRMZM2G011401_P01	GO:0005515
GRMZM2G011436_P01	GO:0031047
GRMZM2G011447_P01	GO:0004674
GRMZM2G011456_P01	GO:0035246
GRMZM2G011456_P01	GO:0008168
GRMZM2G011456_P01	GO:0006479
GRMZM2G011456_P02	GO:0008168
GRMZM2G011456_P02	GO:0006479
GRMZM2G011456_P02	GO:0035246
GRMZM2G011456_P03	GO:0008168
GRMZM2G011456_P03	GO:0006479
GRMZM2G011456_P03	GO:0035246
GRMZM2G011463_P01	GO:0009733
GRMZM2G011469_P01	GO:0003950
GRMZM2G011473_P01	GO:0008270
GRMZM2G011473_P01	GO:0005515
GRMZM2G011479_P01	GO:0016021
GRMZM2G011513_P01	GO:0005515
GRMZM2G011518_P01	GO:0007264
GRMZM2G011518_P01	GO:0005525
GRMZM2G011518_P02	GO:0007264
GRMZM2G011518_P02	GO:0005525
GRMZM2G011518_P03	GO:0007264
GRMZM2G011518_P03	GO:0005525
GRMZM2G011518_P04	GO:0005525
GRMZM2G011526_P01	GO:0006468
GRMZM2G011526_P01	GO:0004672
GRMZM2G011559_P01	GO:0006886
GRMZM2G011559_P02	GO:0006886
GRMZM2G011559_P03	GO:0006886
GRMZM2G011588_P01	GO:0006355
GRMZM2G011588_P01	GO:0003677
GRMZM2G011588_P03	GO:0006355
GRMZM2G011588_P03	GO:0003677
GRMZM2G011590_P01	GO:0055085
GRMZM2G011590_P01	GO:0016021
GRMZM2G011590_P01	GO:0016020
GRMZM2G011590_P01	GO:0006810
GRMZM2G011590_P01	GO:0005215
GRMZM2G011590_P02	GO:0055085
GRMZM2G011590_P02	GO:0016021
GRMZM2G011590_P02	GO:0016020
GRMZM2G011590_P02	GO:0006810
GRMZM2G011590_P02	GO:0005215
GRMZM2G011592_P01	GO:0055085
GRMZM2G011592_P01	GO:0016021
GRMZM2G011592_P02	GO:0055085
GRMZM2G011592_P02	GO:0016021
GRMZM2G011592_P03	GO:0055085
GRMZM2G011592_P03	GO:0016021
GRMZM2G011592_P04	GO:0055085
GRMZM2G011592_P04	GO:0016021
GRMZM2G011592_P05	GO:0055085
GRMZM2G011592_P05	GO:0016021
GRMZM2G011592_P06	GO:0055085
GRMZM2G011592_P06	GO:0016021
GRMZM2G011598_P01	GO:0006355
GRMZM2G011598_P01	GO:0003677
GRMZM2G011624_P01	GO:0008080
GRMZM2G011626_P01	GO:0016020
GRMZM2G011626_P01	GO:0008378
GRMZM2G011626_P01	GO:0006486
GRMZM2G011627_P01	GO:0005515
GRMZM2G011627_P02	GO:0005515
GRMZM2G011627_P03	GO:0005515
GRMZM2G011627_P04	GO:0005515
GRMZM2G011627_P05	GO:0005515
GRMZM2G011631_P01	GO:0008270
GRMZM2G011631_P01	GO:0006260
GRMZM2G011631_P01	GO:0005634
GRMZM2G011631_P01	GO:0003887
GRMZM2G011631_P02	GO:0008408
GRMZM2G011631_P03	GO:0008270
GRMZM2G011631_P03	GO:0006260
GRMZM2G011631_P03	GO:0005634
GRMZM2G011631_P03	GO:0003887
GRMZM2G011636_P01	GO:0016192
GRMZM2G011636_P01	GO:0016021
GRMZM2G011636_P02	GO:0016192
GRMZM2G011636_P02	GO:0016021
GRMZM2G011651_P01	GO:0030244
GRMZM2G011651_P01	GO:0016760
GRMZM2G011651_P01	GO:0016020
GRMZM2G011655_P01	GO:0016740
GRMZM2G011655_P01	GO:0009058
GRMZM2G011655_P02	GO:0016740
GRMZM2G011655_P02	GO:0009058
GRMZM2G011662_P02	GO:0016853
GRMZM2G011662_P02	GO:0005975
GRMZM2G011662_P03	GO:0016853
GRMZM2G011662_P03	GO:0005975
GRMZM2G011662_P04	GO:0016853
GRMZM2G011662_P04	GO:0005975
GRMZM2G011708_P01	GO:0055114
GRMZM2G011708_P01	GO:0020037
GRMZM2G011708_P01	GO:0006979
GRMZM2G011708_P01	GO:0004601
GRMZM2G011708_P02	GO:0055114
GRMZM2G011708_P02	GO:0020037
GRMZM2G011708_P02	GO:0006979
GRMZM2G011708_P02	GO:0004601
GRMZM2G011708_P03	GO:0055114
GRMZM2G011708_P03	GO:0020037
GRMZM2G011708_P03	GO:0006979
GRMZM2G011708_P03	GO:0004601
GRMZM2G011743_P01	GO:0016787
GRMZM2G011743_P02	GO:0016787
GRMZM2G011743_P03	GO:0016787
GRMZM2G011777_P01	GO:0006461
GRMZM2G011777_P01	GO:0005739
GRMZM2G011777_P02	GO:0006461
GRMZM2G011777_P02	GO:0005739
GRMZM2G011777_P03	GO:0006461
GRMZM2G011777_P03	GO:0005739
GRMZM2G011784_P01	GO:0006508
GRMZM2G011784_P01	GO:0004185
GRMZM2G011806_P01	GO:0005515
GRMZM2G011806_P01	GO:0006468
GRMZM2G011806_P01	GO:0005524
GRMZM2G011806_P01	GO:0004672
GRMZM2G011821_P01	GO:0006468
GRMZM2G011821_P01	GO:0004672
GRMZM2G011826_P01	GO:0030598
GRMZM2G011826_P01	GO:0017148
GRMZM2G011832_P01	GO:0006355
GRMZM2G011832_P01	GO:0003677
GRMZM2G011858_P01	GO:0055114
GRMZM2G011858_P01	GO:0016491
GRMZM2G011888_P01	GO:0030246
GRMZM2G011888_P01	GO:0005975
GRMZM2G011896_P01	GO:0005515
GRMZM2G011896_P01	GO:0006468
GRMZM2G011896_P01	GO:0004672
GRMZM2G011896_P02	GO:0005515
GRMZM2G011896_P02	GO:0006468
GRMZM2G011896_P02	GO:0004672
GRMZM2G011915_P01	GO:0016740
GRMZM2G011915_P01	GO:0009058
GRMZM2G011919_P01	GO:0007165
GRMZM2G011932_P01	GO:0043565
GRMZM2G011932_P01	GO:0006355
GRMZM2G011932_P01	GO:0003700
GRMZM2G011932_P02	GO:0043565
GRMZM2G011932_P02	GO:0006355
GRMZM2G011932_P02	GO:0003700
GRMZM2G011932_P03	GO:0043565
GRMZM2G011932_P03	GO:0006355
GRMZM2G011932_P03	GO:0003700
GRMZM2G011932_P04	GO:0043565
GRMZM2G011932_P04	GO:0006355
GRMZM2G011932_P04	GO:0003700
GRMZM2G011951_P01	GO:0009055
GRMZM2G012044_P01	GO:0030244
GRMZM2G012044_P01	GO:0016760
GRMZM2G012044_P01	GO:0016020
GRMZM2G012062_P01	GO:0006508
GRMZM2G012062_P01	GO:0004252
GRMZM2G012071_P01	GO:0006886
GRMZM2G012071_P01	GO:0005737
GRMZM2G012117_P01	GO:0006412
GRMZM2G012117_P01	GO:0005840
GRMZM2G012117_P01	GO:0003735
GRMZM2G012123_P02	GO:0005515
GRMZM2G012140_P01	GO:0005975
GRMZM2G012140_P01	GO:0004553
GRMZM2G012143_P01	GO:0030246
GRMZM2G012143_P01	GO:0005975
GRMZM2G012167_P01	GO:0016021
GRMZM2G012167_P01	GO:0004252
GRMZM2G012167_P01	GO:0006508
GRMZM2G012176_P01	GO:0005515
GRMZM2G012176_P01	GO:0006468
GRMZM2G012176_P01	GO:0005524
GRMZM2G012176_P01	GO:0004672
GRMZM2G012192_P01	GO:0008152
GRMZM2G012192_P01	GO:0003824
