peptideName	Pfam
GRMZM2G031204_P01	PF00254
GRMZM2G031213_P01	PF11571
GRMZM2G031213_P03	PF11571
GRMZM2G031213_P04	PF11571
GRMZM2G031213_P05	PF11571
GRMZM2G031239_P01	PF13339
GRMZM2G031239_P02	PF08164
GRMZM2G031239_P02	PF13339
GRMZM2G031257_P01	PF03031
GRMZM2G031261_P01	PF06404
GRMZM2G031261_P02	PF06404
GRMZM2G031278_P01	PF05633
GRMZM2G031280_P01	PF13639
GRMZM2G031298_P01	PF12796
GRMZM2G031298_P02	PF12796
GRMZM2G031308_P01	PF02453
GRMZM2G031308_P02	PF02453
GRMZM2G031311_P01	PF01073
GRMZM2G031311_P01	PF01370
GRMZM2G031311_P02	PF01073
GRMZM2G031311_P02	PF01370
GRMZM2G031317_P01	PF06404
GRMZM2G031317_P02	PF06404
GRMZM2G031323_P01	PF00249
GRMZM2G031326_P01	PF03914
GRMZM2G031328_P01	PF03416
GRMZM2G031328_P03	PF13370
GRMZM2G031329_P01	PF13499
GRMZM2G031329_P01	PF13405
GRMZM2G031331_P01	PF03094
GRMZM2G031331_P02	PF03094
GRMZM2G031331_P03	PF03094
GRMZM2G031331_P04	PF03094
GRMZM2G031352_P01	PF01602
GRMZM2G031352_P02	PF01602
GRMZM2G031354_P01	PF14547
GRMZM2G031360_P01	PF01217
GRMZM2G031360_P01	PF00928
GRMZM2G031364_P01	PF00067
GRMZM2G031370_P01	PF00566
GRMZM2G031394_P01	PF03398
GRMZM2G031398_P01	PF00564
GRMZM2G031398_P01	PF02042
GRMZM2G031398_P02	PF00564
GRMZM2G031398_P02	PF02042
GRMZM2G031400_P01	PF00069
GRMZM2G031416_P01	PF00122
GRMZM2G031420_P01	PF06842
GRMZM2G031429_P01	PF12146
GRMZM2G031429_P02	PF03982
GRMZM2G031429_P02	PF12146
GRMZM2G031429_P03	PF03982
GRMZM2G031429_P03	PF12146
GRMZM2G031432_P01	PF14226
GRMZM2G031432_P01	PF03171
GRMZM2G031435_P01	PF00782
GRMZM2G031447_P01	PF12695
GRMZM2G031453_P01	PF05637
GRMZM2G031461_P01	PF00293
GRMZM2G031461_P01	PF15916
GRMZM2G031477_P01	PF07983
GRMZM2G031477_P02	PF07983
GRMZM2G031493_P01	PF13837
GRMZM2G031496_P01	PF01656
GRMZM2G031496_P01	PF10609
GRMZM2G031501_P01	PF06747
GRMZM2G031501_P02	PF06747
GRMZM2G031501_P03	PF06747
GRMZM2G031501_P05	PF06747
GRMZM2G031501_P06	PF06747
GRMZM2G031519_P01	PF00346
GRMZM2G031523_P01	PF01926
GRMZM2G031528_P01	PF00403
GRMZM2G031528_P02	PF00403
GRMZM2G031528_P03	PF00403
GRMZM2G031529_P01	PF16651
GRMZM2G031529_P01	PF00076
GRMZM2G031536_P01	PF00069
GRMZM2G031536_P01	PF11721
GRMZM2G031545_P01	PF00736
GRMZM2G031545_P02	PF00736
GRMZM2G031545_P03	PF00736
GRMZM2G031545_P04	PF00736
GRMZM2G031568_P01	PF03982
GRMZM2G031572_P01	PF05577
GRMZM2G031572_P02	PF05577
GRMZM2G031581_P01	PF01501
GRMZM2G031584_P01	PF00226
GRMZM2G031584_P01	PF11926
GRMZM2G031588_P01	PF01535
GRMZM2G031588_P01	PF13041
GRMZM2G031609_P01	PF00564
GRMZM2G031609_P01	PF00571
GRMZM2G031609_P02	PF00571
GRMZM2G031613_P01	PF00365
GRMZM2G031613_P02	PF05922
GRMZM2G031613_P02	PF02225
GRMZM2G031613_P02	PF00082
GRMZM2G031615_P02	PF02309
GRMZM2G031615_P03	PF02309
GRMZM2G031624_P01	PF04564
GRMZM2G031625_P01	PF10247
GRMZM2G031628_P01	PF00232
GRMZM2G031637_P01	PF13414
GRMZM2G031656_P01	PF14215
GRMZM2G031656_P02	PF14215
GRMZM2G031660_P01	PF00232
GRMZM2G031670_P01	PF03004
GRMZM2G031670_P02	PF03004
GRMZM2G031670_P03	PF03004
GRMZM2G031677_P01	PF00928
GRMZM2G031677_P02	PF00928
GRMZM2G031693_P01	PF00232
GRMZM2G031718_P01	PF01535
GRMZM2G031718_P01	PF13041
GRMZM2G031718_P02	PF01535
GRMZM2G031718_P02	PF13041
GRMZM2G031721_P01	PF01471
GRMZM2G031721_P02	PF01471
GRMZM2G031724_P01	PF14226
GRMZM2G031724_P01	PF03171
GRMZM2G031728_P01	PF00860
GRMZM2G031761_P01	PF13424
GRMZM2G031761_P02	PF13424
GRMZM2G031761_P03	PF13424
GRMZM2G031780_P02	PF03109
GRMZM2G031790_P01	PF08541
GRMZM2G031790_P01	PF08392
GRMZM2G031802_P01	PF00810
GRMZM2G031802_P02	PF00810
GRMZM2G031802_P03	PF00810
GRMZM2G031807_P01	PF03004
GRMZM2G031825_P01	PF00753
GRMZM2G031825_P01	PF16123
GRMZM2G031825_P02	PF00753
GRMZM2G031825_P02	PF16123
GRMZM2G031825_P03	PF00753
GRMZM2G031825_P05	PF16123
GRMZM2G031827_P01	PF13893
GRMZM2G031827_P01	PF00642
GRMZM2G031827_P02	PF13893
GRMZM2G031827_P02	PF00642
GRMZM2G031827_P04	PF13893
GRMZM2G031827_P04	PF00642
GRMZM2G031827_P05	PF13893
GRMZM2G031827_P05	PF00642
GRMZM2G031827_P06	PF13893
GRMZM2G031827_P06	PF00642
GRMZM2G031837_P01	PF03765
GRMZM2G031837_P01	PF00650
GRMZM2G031846_P01	PF00076
GRMZM2G031846_P02	PF00076
GRMZM2G031846_P03	PF00076
GRMZM2G031846_P04	PF00076
GRMZM2G031846_P05	PF00076
GRMZM2G031850_P01	PF13883
GRMZM2G031850_P02	PF01243
GRMZM2G031857_P01	PF07885
GRMZM2G031859_P01	PF13638
GRMZM2G031859_P01	PF00773
GRMZM2G031859_P02	PF13638
GRMZM2G031859_P03	PF13638
GRMZM2G031859_P03	PF00773
GRMZM2G031859_P04	PF13638
GRMZM2G031859_P04	PF00773
GRMZM2G031882_P01	PF00046
GRMZM2G031882_P02	PF00046
GRMZM2G031886_P01	PF12134
GRMZM2G031893_P01	PF06293
GRMZM2G031905_P01	PF03634
GRMZM2G031909_P01	PF00067
GRMZM2G031930_P01	PF02893
GRMZM2G031938_P01	PF01554
GRMZM2G031941_P01	PF08031
GRMZM2G031941_P01	PF01565
GRMZM2G031945_P01	PF00067
GRMZM2G031952_P01	PF04727
GRMZM2G031952_P02	PF04727
GRMZM2G031954_P01	PF12848
GRMZM2G031954_P01	PF00005
GRMZM2G031954_P02	PF12848
GRMZM2G031954_P02	PF00005
GRMZM2G031958_P01	PF00646
GRMZM2G031963_P01	PF03106
GRMZM2G031981_P01	PF00646
GRMZM2G031983_P01	PF00320
GRMZM2G031991_P01	PF14009
GRMZM2G031993_P01	PF07797
GRMZM2G032001_P01	PF00790
GRMZM2G032003_P01	PF01704
GRMZM2G032003_P02	PF01704
GRMZM2G032003_P03	PF01704
GRMZM2G032003_P04	PF01704
GRMZM2G032003_P05	PF01704
GRMZM2G032022_P01	PF07000
GRMZM2G032024_P01	PF04080
GRMZM2G032042_P01	PF13912
GRMZM2G032042_P02	PF13912
GRMZM2G032046_P01	PF07714
GRMZM2G032047_P01	PF04398
GRMZM2G032047_P02	PF04398
GRMZM2G032049_P01	PF04557
GRMZM2G032049_P01	PF03950
GRMZM2G032049_P01	PF04558
GRMZM2G032049_P01	PF00749
GRMZM2G032070_P01	PF01486
GRMZM2G032071_P01	PF10497
GRMZM2G032071_P01	PF08879
GRMZM2G032071_P02	PF10497
GRMZM2G032071_P02	PF08879
GRMZM2G032095_P01	PF08541
GRMZM2G032095_P01	PF08392
GRMZM2G032104_P01	PF00588
GRMZM2G032106_P01	PF01940
GRMZM2G032106_P02	PF01940
GRMZM2G032110_P01	PF03468
GRMZM2G032110_P02	PF03468
GRMZM2G032110_P03	PF03468
GRMZM2G032124_P01	PF00996
GRMZM2G032130_P01	PF03478
GRMZM2G032132_P01	PF07714
GRMZM2G032140_P01	PF07228
GRMZM2G032143_P01	PF01633
GRMZM2G032145_P01	PF03181
GRMZM2G032145_P02	PF03181
GRMZM2G032145_P03	PF03181
GRMZM2G032160_P01	PF03639
GRMZM2G032163_P01	PF03571
GRMZM2G032163_P01	PF00293
GRMZM2G032163_P02	PF00293
GRMZM2G032171_P01	PF13639
GRMZM2G032171_P02	PF13639
GRMZM2G032180_P01	PF00249
GRMZM2G032182_P01	PF00153
GRMZM2G032182_P02	PF00153
GRMZM2G032198_P01	PF03784
GRMZM2G032209_P01	PF08839
GRMZM2G032214_P01	PF03092
GRMZM2G032218_P01	PF00005
GRMZM2G032218_P01	PF00664
GRMZM2G032218_P02	PF00005
GRMZM2G032218_P02	PF00664
GRMZM2G032219_P01	PF03094
GRMZM2G032219_P02	PF03094
GRMZM2G032222_P01	PF13450
GRMZM2G032222_P01	PF05187
GRMZM2G032222_P02	PF13450
GRMZM2G032222_P02	PF05187
GRMZM2G032222_P03	PF13450
GRMZM2G032231_P01	PF02889
GRMZM2G032252_P01	PF00505
GRMZM2G032252_P01	PF08512
GRMZM2G032252_P01	PF03531
GRMZM2G032252_P02	PF00505
GRMZM2G032252_P02	PF08512
GRMZM2G032252_P02	PF03531
GRMZM2G032253_P01	PF00111
GRMZM2G032258_P01	PF16543
GRMZM2G032260_P02	PF00400
GRMZM2G032260_P03	PF00400
GRMZM2G032267_P01	PF06068
GRMZM2G032267_P02	PF06068
GRMZM2G032276_P01	PF02458
GRMZM2G032280_P01	PF02237
GRMZM2G032280_P01	PF03099
GRMZM2G032282_P01	PF01218
GRMZM2G032304_P01	PF01490
GRMZM2G032314_P01	PF04178
GRMZM2G032315_P01	PF00428
GRMZM2G032315_P02	PF00428
GRMZM2G032315_P03	PF00428
GRMZM2G032336_P01	PF12796
GRMZM2G032336_P01	PF00612
GRMZM2G032336_P01	PF03859
GRMZM2G032337_P01	PF00582
GRMZM2G032337_P01	PF00069
GRMZM2G032337_P02	PF00069
GRMZM2G032337_P03	PF00069
GRMZM2G032339_P01	PF01486
GRMZM2G032339_P02	PF00319
GRMZM2G032339_P02	PF01486
GRMZM2G032339_P03	PF00319
GRMZM2G032339_P03	PF01486
GRMZM2G032339_P04	PF00319
GRMZM2G032339_P04	PF01486
GRMZM2G032339_P05	PF01486
GRMZM2G032339_P06	PF01486
GRMZM2G032348_P01	PF14383
GRMZM2G032348_P02	PF14383
GRMZM2G032348_P03	PF14383
GRMZM2G032348_P04	PF02826
GRMZM2G032348_P05	PF02826
GRMZM2G032348_P06	PF14383
GRMZM2G032348_P07	PF14383
GRMZM2G032348_P08	PF14383
GRMZM2G032350_P01	PF16740
GRMZM2G032350_P02	PF16740
GRMZM2G032351_P01	PF07714
GRMZM2G032351_P01	PF13426
GRMZM2G032351_P02	PF00069
GRMZM2G032351_P02	PF13426
GRMZM2G032367_P01	PF02167
GRMZM2G032367_P02	PF02167
GRMZM2G032367_P03	PF02167
GRMZM2G032367_P04	PF02167
GRMZM2G032376_P01	PF00657
GRMZM2G032376_P02	PF00657
GRMZM2G032384_P01	PF00069
GRMZM2G032401_P01	PF03248
GRMZM2G032409_P01	PF04597
GRMZM2G032419_P01	PF04410
GRMZM2G032419_P02	PF04410
GRMZM2G032423_P01	PF07899
GRMZM2G032423_P02	PF07899
GRMZM2G032423_P03	PF07899
GRMZM2G032423_P04	PF07899
GRMZM2G032443_P01	PF07762
GRMZM2G032471_P01	PF08449
GRMZM2G032475_P01	PF01909
GRMZM2G032475_P02	PF01909
GRMZM2G032478_P01	PF04844
GRMZM2G032496_P01	PF16353
GRMZM2G032496_P01	PF02929
GRMZM2G032505_P01	PF07728
GRMZM2G032505_P02	PF07728
GRMZM2G032505_P03	PF07728
GRMZM2G032507_P01	PF00892
GRMZM2G032540_P01	PF05184
GRMZM2G032547_P01	PF02861
GRMZM2G032551_P01	PF04578
GRMZM2G032551_P01	PF13968
GRMZM2G032554_P01	PF01909
GRMZM2G032554_P01	PF04926
GRMZM2G032554_P01	PF04928
GRMZM2G032555_P01	PF08449
GRMZM2G032562_P01	PF03931
GRMZM2G032562_P01	PF01466
GRMZM2G032564_P01	PF01199
GRMZM2G032564_P02	PF01199
GRMZM2G032594_P01	PF05512
GRMZM2G032602_P01	PF01637
GRMZM2G032602_P01	PF13855
GRMZM2G032619_P01	PF07714
GRMZM2G032619_P02	PF07714
GRMZM2G032619_P03	PF07714
GRMZM2G032628_P01	PF00128
GRMZM2G032628_P01	PF02922
GRMZM2G032628_P01	PF02806
GRMZM2G032648_P01	PF00571
GRMZM2G032655_P01	PF00249
GRMZM2G032676_P01	PF02777
GRMZM2G032682_P01	PF04398
GRMZM2G032684_P01	PF02894
GRMZM2G032684_P01	PF01408
GRMZM2G032684_P02	PF01408
GRMZM2G032684_P02	PF02894
GRMZM2G032684_P04	PF02894
GRMZM2G032684_P04	PF01408
GRMZM2G032694_P01	PF00069
GRMZM2G032694_P02	PF00069
GRMZM2G032694_P03	PF00069
GRMZM2G032699_P01	PF13238
GRMZM2G032699_P02	PF13238
GRMZM2G032703_P01	PF03016
GRMZM2G032711_P01	PF00400
GRMZM2G032711_P01	PF12265
GRMZM2G032711_P02	PF00400
GRMZM2G032711_P03	PF00400
GRMZM2G032711_P03	PF12265
GRMZM2G032721_P01	PF04839
GRMZM2G032721_P02	PF04839
GRMZM2G032742_P01	PF13041
GRMZM2G032751_P01	PF00931
GRMZM2G032763_P01	PF00462
GRMZM2G032766_P01	PF00168
GRMZM2G032821_P01	PF13371
GRMZM2G032821_P01	PF13920
GRMZM2G032821_P01	PF02190
GRMZM2G032821_P02	PF13371
GRMZM2G032821_P02	PF13920
GRMZM2G032821_P02	PF02190
GRMZM2G032821_P03	PF02190
GRMZM2G032847_P01	PF00436
GRMZM2G032847_P02	PF00436
GRMZM2G032847_P03	PF00436
GRMZM2G032847_P04	PF00436
GRMZM2G032847_P07	PF00436
GRMZM2G032847_P08	PF00436
GRMZM2G032852_P01	PF13499
GRMZM2G032852_P02	PF13833
GRMZM2G032852_P02	PF13499
GRMZM2G032852_P02	PF07714
GRMZM2G032852_P03	PF13833
GRMZM2G032852_P03	PF07714
GRMZM2G032856_P01	PF00043
GRMZM2G032856_P01	PF13417
GRMZM2G032863_P01	PF14510
GRMZM2G032878_P01	PF00550
GRMZM2G032878_P02	PF00550
GRMZM2G032887_P01	PF03143
GRMZM2G032887_P02	PF03143
GRMZM2G032896_P01	PF00067
GRMZM2G032905_P01	PF00319
GRMZM2G032910_P01	PF00561
GRMZM2G032910_P02	PF00561
GRMZM2G032910_P03	PF00561
GRMZM2G032910_P04	PF00561
GRMZM2G032910_P05	PF00561
GRMZM2G032912_P01	PF00439
GRMZM2G032936_P01	PF00664
GRMZM2G032936_P01	PF00005
GRMZM2G032944_P01	PF13489
GRMZM2G032944_P02	PF13489
GRMZM2G032947_P01	PF03404
GRMZM2G032955_P01	PF03208
GRMZM2G032958_P01	PF05097
GRMZM2G032971_P01	PF00804
GRMZM2G032977_P01	PF02265
GRMZM2G032977_P02	PF02265
GRMZM2G033014_P01	PF02365
GRMZM2G033017_P01	PF05097
GRMZM2G033022_P01	PF00098
GRMZM2G033022_P02	PF00098
GRMZM2G033029_P01	PF09184
GRMZM2G033029_P02	PF09184
GRMZM2G033029_P03	PF09184
GRMZM2G033058_P01	PF01458
GRMZM2G033074_P01	PF03140
GRMZM2G033074_P02	PF03140
GRMZM2G033074_P03	PF03140
GRMZM2G033086_P01	PF13639
GRMZM2G033089_P01	PF13639
GRMZM2G033093_P01	PF01486
GRMZM2G033098_P01	PF00067
GRMZM2G033109_P01	PF02458
GRMZM2G033117_P01	PF10539
GRMZM2G033126_P01	PF03492
GRMZM2G033130_P01	PF06972
GRMZM2G033130_P03	PF06972
GRMZM2G033130_P04	PF06972
GRMZM2G033130_P06	PF06972
GRMZM2G033135_P01	PF02260
GRMZM2G033135_P01	PF00454
GRMZM2G033135_P02	PF02260
GRMZM2G033135_P02	PF00454
GRMZM2G033135_P03	PF02260
GRMZM2G033135_P03	PF00454
GRMZM2G033138_P01	PF00046
GRMZM2G033138_P01	PF00628
GRMZM2G033138_P02	PF00046
GRMZM2G033138_P02	PF00628
GRMZM2G033138_P03	PF00046
GRMZM2G033138_P03	PF00628
GRMZM2G033154_P01	PF05042
GRMZM2G033175_P01	PF14009
GRMZM2G033198_P01	PF00085
GRMZM2G033198_P02	PF00085
GRMZM2G033199_P01	PF04081
GRMZM2G033199_P02	PF04081
GRMZM2G033199_P03	PF04081
GRMZM2G033199_P04	PF04081
GRMZM2G033208_P01	PF02780
GRMZM2G033208_P01	PF02779
GRMZM2G033208_P01	PF00456
GRMZM2G033208_P02	PF02780
GRMZM2G033208_P02	PF02779
GRMZM2G033208_P02	PF00456
GRMZM2G033208_P03	PF02780
GRMZM2G033208_P03	PF02779
GRMZM2G033208_P03	PF00456
GRMZM2G033219_P01	PF00885
GRMZM2G033219_P02	PF00885
GRMZM2G033226_P01	PF02629
GRMZM2G033230_P01	PF07716
GRMZM2G033230_P02	PF07716
GRMZM2G033267_P01	PF00651
GRMZM2G033267_P01	PF03000
GRMZM2G033273_P01	PF01504
GRMZM2G033283_P01	PF01253
GRMZM2G033326_P01	PF05129
GRMZM2G033339_P01	PF01373
GRMZM2G033348_P01	PF06650
GRMZM2G033348_P01	PF16909
GRMZM2G033348_P02	PF06650
GRMZM2G033348_P02	PF16909
GRMZM2G033350_P02	PF00856
GRMZM2G033356_P01	PF00010
GRMZM2G033359_P01	PF03321
GRMZM2G033375_P01	PF01088
GRMZM2G033375_P02	PF01088
GRMZM2G033375_P03	PF01088
GRMZM2G033375_P04	PF01088
GRMZM2G033379_P02	PF00226
GRMZM2G033385_P01	PF02714
GRMZM2G033388_P01	PF01248
GRMZM2G033406_P01	PF07911
GRMZM2G033413_P01	PF00170
GRMZM2G033437_P01	PF13962
GRMZM2G033478_P01	PF05641
GRMZM2G033478_P02	PF05641
GRMZM2G033480_P01	PF03479
GRMZM2G033491_P01	PF16113
GRMZM2G033491_P02	PF00378
GRMZM2G033493_P01	PF11264
GRMZM2G033493_P02	PF11264
GRMZM2G033514_P01	PF13639
GRMZM2G033515_P01	PF00180
GRMZM2G033519_P01	PF02902
GRMZM2G033519_P01	PF00931
GRMZM2G033521_P01	PF04564
GRMZM2G033521_P01	PF13646
GRMZM2G033523_P01	PF03492
GRMZM2G033526_P01	PF02887
GRMZM2G033526_P01	PF00224
GRMZM2G033526_P02	PF02887
GRMZM2G033526_P02	PF00224
GRMZM2G033526_P03	PF00224
GRMZM2G033538_P02	PF03018
GRMZM2G033544_P01	PF08241
GRMZM2G033555_P01	PF01370
GRMZM2G033555_P02	PF01370
GRMZM2G033555_P03	PF01370
GRMZM2G033566_P01	PF00657
GRMZM2G033570_P01	PF04873
GRMZM2G033578_P01	PF00888
GRMZM2G033592_P01	PF12971
GRMZM2G033592_P01	PF12972
GRMZM2G033592_P01	PF05089
GRMZM2G033612_P01	PF08880
GRMZM2G033619_P01	PF02985
GRMZM2G033619_P01	PF13646
GRMZM2G033619_P02	PF02985
GRMZM2G033619_P02	PF13646
GRMZM2G033626_P01	PF14464
GRMZM2G033626_P01	PF13012
GRMZM2G033626_P02	PF14464
GRMZM2G033626_P02	PF13012
GRMZM2G033626_P03	PF14464
GRMZM2G033626_P04	PF13012
GRMZM2G033630_P01	PF00450
GRMZM2G033634_P01	PF00293
GRMZM2G033634_P01	PF14803
GRMZM2G033634_P02	PF00293
GRMZM2G033634_P02	PF14803
GRMZM2G033634_P03	PF00293
GRMZM2G033634_P03	PF14803
GRMZM2G033634_P04	PF00293
GRMZM2G033634_P04	PF14803
GRMZM2G033634_P05	PF00293
GRMZM2G033634_P05	PF14803
GRMZM2G033634_P06	PF00293
GRMZM2G033634_P06	PF14803
GRMZM2G033634_P07	PF14803
GRMZM2G033641_P01	PF03765
GRMZM2G033641_P01	PF00650
GRMZM2G033644_P01	PF02817
GRMZM2G033644_P01	PF00364
GRMZM2G033644_P01	PF00198
GRMZM2G033644_P02	PF00198
GRMZM2G033649_P01	PF03765
GRMZM2G033649_P01	PF00650
GRMZM2G033653_P01	PF01250
GRMZM2G033656_P01	PF00847
GRMZM2G033665_P01	PF03094
GRMZM2G033671_P01	PF02163
GRMZM2G033680_P01	PF13499
GRMZM2G033680_P01	PF13202
GRMZM2G033685_P01	PF14541
GRMZM2G033694_P01	PF00856
GRMZM2G033694_P02	PF00856
GRMZM2G033694_P03	PF00856
GRMZM2G033746_P01	PF05686
GRMZM2G033746_P02	PF05686
GRMZM2G033746_P03	PF05686
GRMZM2G033746_P04	PF05686
GRMZM2G033746_P06	PF05686
GRMZM2G033767_P01	PF01553
GRMZM2G033773_P01	PF00069
GRMZM2G033785_P01	PF00225
GRMZM2G033787_P02	PF13419
GRMZM2G033787_P03	PF13419
GRMZM2G033787_P04	PF13419
GRMZM2G033787_P06	PF13419
GRMZM2G033787_P07	PF13419
GRMZM2G033799_P01	PF00155
GRMZM2G033799_P02	PF00155
GRMZM2G033799_P03	PF00155
GRMZM2G033805_P01	PF14416
GRMZM2G033805_P01	PF13839
GRMZM2G033828_P01	PF08934
GRMZM2G033828_P01	PF11934
GRMZM2G033828_P01	PF01857
GRMZM2G033828_P01	PF01858
GRMZM2G033828_P02	PF08934
GRMZM2G033828_P02	PF11934
GRMZM2G033828_P02	PF01857
GRMZM2G033828_P02	PF01858
GRMZM2G033828_P03	PF08934
GRMZM2G033828_P03	PF11934
GRMZM2G033828_P03	PF01857
GRMZM2G033828_P03	PF01858
GRMZM2G033829_P01	PF13848
GRMZM2G033829_P01	PF00085
GRMZM2G033829_P02	PF00085
GRMZM2G033829_P02	PF13848
GRMZM2G033829_P03	PF00085
GRMZM2G033829_P03	PF13848
GRMZM2G033846_P01	PF13833
GRMZM2G033846_P01	PF13499
GRMZM2G033846_P02	PF13833
GRMZM2G033846_P02	PF13202
GRMZM2G033846_P03	PF13833
GRMZM2G033846_P03	PF13202
GRMZM2G033855_P01	PF13639
GRMZM2G033867_P01	PF04570
GRMZM2G033867_P02	PF04570
GRMZM2G033867_P03	PF04570
GRMZM2G033871_P01	PF02519
GRMZM2G033877_P01	PF01323
GRMZM2G033884_P01	PF12854
GRMZM2G033884_P01	PF01535
GRMZM2G033884_P01	PF13041
GRMZM2G033884_P02	PF01246
GRMZM2G033884_P02	PF12854
GRMZM2G033884_P02	PF13041
GRMZM2G033884_P02	PF01535
GRMZM2G033885_P01	PF00504
GRMZM2G033885_P02	PF00504
GRMZM2G033885_P03	PF00504
GRMZM2G033894_P01	PF02775
GRMZM2G033910_P01	PF13639
GRMZM2G033915_P01	PF08879
GRMZM2G033926_P01	PF01553
GRMZM2G033926_P02	PF01553
GRMZM2G033926_P03	PF01553
GRMZM2G033926_P04	PF01553
GRMZM2G033930_P01	PF08544
GRMZM2G033930_P01	PF00288
GRMZM2G033930_P02	PF00288
GRMZM2G033931_P01	PF07765
GRMZM2G033935_P01	PF03171
GRMZM2G033935_P02	PF04733
GRMZM2G033937_P01	PF01694
GRMZM2G033937_P02	PF01694
GRMZM2G033952_P01	PF13578
GRMZM2G033962_P01	PF06203
GRMZM2G033962_P01	PF00072
GRMZM2G033971_P01	PF02681
GRMZM2G033985_P01	PF00141
GRMZM2G034005_P01	PF11904
GRMZM2G034013_P01	PF17067
GRMZM2G034015_P01	PF05251
GRMZM2G034015_P02	PF05251
GRMZM2G034019_P01	PF04749
GRMZM2G034019_P01	PF11204
GRMZM2G034025_P01	PF08314
GRMZM2G034043_P01	PF13414
GRMZM2G034043_P02	PF13414
GRMZM2G034043_P03	PF13877
GRMZM2G034043_P04	PF13877
GRMZM2G034052_P01	PF06293
GRMZM2G034061_P01	PF07690
GRMZM2G034065_P01	PF14531
GRMZM2G034065_P02	PF14531
GRMZM2G034065_P03	PF06293
GRMZM2G034065_P04	PF06293
GRMZM2G034069_P01	PF01073
GRMZM2G034079_P01	PF02749
GRMZM2G034079_P01	PF01729
GRMZM2G034083_P01	PF08442
GRMZM2G034083_P01	PF16114
GRMZM2G034083_P02	PF08442
GRMZM2G034083_P02	PF16114
GRMZM2G034096_P01	PF04430
GRMZM2G034110_P01	PF00249
GRMZM2G034113_P01	PF02183
GRMZM2G034113_P01	PF00046
GRMZM2G034120_P01	PF04187
GRMZM2G034120_P01	PF11891
GRMZM2G034120_P02	PF04187
GRMZM2G034122_P01	PF07719
GRMZM2G034143_P01	PF00156
GRMZM2G034143_P01	PF00485
GRMZM2G034143_P02	PF00156
GRMZM2G034143_P02	PF00485
GRMZM2G034143_P03	PF00485
GRMZM2G034143_P03	PF14681
GRMZM2G034152_P01	PF13450
GRMZM2G034152_P02	PF13450
GRMZM2G034152_P03	PF01593
GRMZM2G034152_P04	PF13450
GRMZM2G034152_P05	PF01593
GRMZM2G034153_P01	PF16113
GRMZM2G034155_P01	PF00560
GRMZM2G034155_P01	PF00069
GRMZM2G034155_P01	PF13855
GRMZM2G034157_P01	PF00011
GRMZM2G034163_P01	PF03000
GRMZM2G034183_P01	PF09801
GRMZM2G034183_P02	PF09801
GRMZM2G034188_P01	PF03004
GRMZM2G034188_P02	PF03004
GRMZM2G034197_P01	PF01764
GRMZM2G034217_P01	PF02536
GRMZM2G034217_P02	PF02536
GRMZM2G034229_P01	PF00191
GRMZM2G034233_P01	PF14570
GRMZM2G034253_P01	PF00512
GRMZM2G034253_P01	PF02518
GRMZM2G034253_P01	PF00072
GRMZM2G034260_P01	PF09748
GRMZM2G034260_P02	PF09748
GRMZM2G034260_P04	PF09748
GRMZM2G034271_P01	PF01734
GRMZM2G034276_P01	PF07814
GRMZM2G034276_P03	PF07814
GRMZM2G034278_P01	PF02219
GRMZM2G034283_P01	PF00462
GRMZM2G034288_P01	PF00856
GRMZM2G034288_P01	PF05033
GRMZM2G034288_P01	PF02182
GRMZM2G034288_P02	PF00856
GRMZM2G034302_P01	PF13347
GRMZM2G034302_P03	PF13347
GRMZM2G034302_P04	PF13347
GRMZM2G034302_P05	PF13347
GRMZM2G034302_P06	PF13347
GRMZM2G034313_P01	PF00013
GRMZM2G034313_P01	PF00076
GRMZM2G034313_P01	PF16275
GRMZM2G034318_P01	PF13962
GRMZM2G034326_P01	PF03870
GRMZM2G034326_P02	PF03870
GRMZM2G034326_P03	PF03870
GRMZM2G034326_P04	PF03870
GRMZM2G034348_P01	PF00650
GRMZM2G034360_P01	PF02458
GRMZM2G034362_P01	PF00612
GRMZM2G034362_P01	PF01843
GRMZM2G034362_P01	PF00063
GRMZM2G034362_P02	PF00612
GRMZM2G034362_P02	PF01843
GRMZM2G034362_P02	PF00063
GRMZM2G034372_P01	PF00564
GRMZM2G034372_P01	PF04434
GRMZM2G034372_P01	PF10551
GRMZM2G034372_P01	PF03108
GRMZM2G034372_P02	PF00564
GRMZM2G034372_P02	PF04434
GRMZM2G034372_P02	PF10551
GRMZM2G034372_P02	PF03108
GRMZM2G034385_P01	PF04852
GRMZM2G034385_P02	PF04852
GRMZM2G034385_P03	PF04852
GRMZM2G034389_P01	PF00854
GRMZM2G034404_P01	PF13740
GRMZM2G034404_P01	PF01842
GRMZM2G034410_P01	PF00620
GRMZM2G034410_P02	PF00620
GRMZM2G034410_P03	PF00620
GRMZM2G034410_P04	PF00620
GRMZM2G034417_P01	PF00459
GRMZM2G034417_P02	PF00459
GRMZM2G034421_P01	PF03106
GRMZM2G034428_P01	PF00733
GRMZM2G034430_P01	PF03372
GRMZM2G034442_P01	PF00481
GRMZM2G034447_P01	PF00538
GRMZM2G034471_P01	PF00067
GRMZM2G034495_P01	PF00583
GRMZM2G034503_P03	PF03641
GRMZM2G034503_P04	PF03641
GRMZM2G034508_P01	PF05553
GRMZM2G034511_P02	PF10270
GRMZM2G034511_P03	PF10270
GRMZM2G034511_P05	PF10270
GRMZM2G034511_P06	PF10270
